ACL,Blunders,Mistakes,Inaccuracies,Perfect Moves
171.47368421052633,19,4,7,0
253.95238095238096,26,5,10,0
240.3695652173913,29,9,5,0
497.3255813953488,31,3,2,0
375.06976744186045,24,9,2,0
227.66666666666666,28,4,4,0
236.5625,15,6,3,0
200.44,42,5,1,0
115.92307692307692,16,3,0,0
583.5925925925926,39,10,3,0

467.3921568627451,43,4,2,0
397.1951219512195,29,4,1,0
309.72972972972974,33,1,1,0
309.275,31,0,1,0
467.875,26,2,3,0
282.9791666666667,27,5,9,0
239.03571428571428,16,3,3,0
414.025,29,2,1,0
198.05263157894737,32,5,9,0
399.5263157894737,43,3,4,0
74.15625,2,16,5,0
144.74285714285713,19,9,4,0
127.31428571428572,18,8,2,0
167.52,18,0,2,0
159.56,18,0,2,0
243.96428571428572,19,2,2,0
236.39285714285714,21,0,2,0
88.77777777777777,13,2,8,0
130.24,16,1,3,0
153.76,18,0,2,0
38.36,0,11,8,0
216.47058823529412,21,3,3,0
69.7,7,5,1,0
66.21052631578948,5,7,1,0
70.15789473684211,8,4,1,0
67.76190476190476,5,7,5,0
63.523809523809526,5,3,8,0
70.41666666666667,7,11,2,0
65.60714285714286,7,12,2,0
52.45454545454545,1,8,11,0
188.30555555555554,27,4,2,0
60.38461538461539,11,1,6,0
61.57692307692308,9,5,7,0
169.3658536585366,22,12,5,0
44.2962962962963,3,7,6,0
221.64705882352942,19,5,3,0
50.82608695652174,2,10,2,0
55.95454545454545,6,6,1,0
230.58823529411765,20,5,2,0
219.7058823529412,19,5,2,0
148.26829268292684,20,14,3,0
149.0,19,12,0,0
183.20408163265307,32,13,3,0

176.15384615384616,14,5,4,0
319.5762711864407,43,5,9,0
227.94545454545454,40,8,4,0
147.18367346938774,25,8,8,0
356.056338028169,56,3,5,0
103.37037037037037,13,8,6,0
154.42857142857142,31,3,1,0
210.89795918367346,41,5,0,0
153.41463414634146,21,8,6,0
79.8108108108108,12,14,5,0
259.1607142857143,35,12,6,0
65.38095238095238,4,7,10,0
443.203125,50,3,2,0
69.16129032258064,6,9,14,0
181.65217391304347,32,6,6,0
256.0,18,2,1,0
248.3658536585366,28,5,2,0
489.4594594594595,33,2,2,0
81.85185185185185,7,13,5,0
264.42857142857144,25,1,5,0
122.94117647058823,14,6,7,0
109.78787878787878,12,7,8,0

403.925,27,3,3,0
380.26785714285717,42,7,2,0
396.7692307692308,15,2,3,0
42.458333333333336,1,10,4,0
421.0232558139535,30,1,5,0
39.08695652173913,1,6,11,0
302.25714285714287,24,1,4,0
64.45,3,11,5,0

84.17857142857143,9,8,4,0
344.0487804878049,35,2,1,0
68.0,5,10,1,0
527.46875,27,1,1,0
51.03703703703704,2,12,3,0
51.0,4,10,1,0
193.93939393939394,17,7,0,0
64.42857142857143,9,7,7,0
61.7,4,12,11,0
58.166666666666664,3,16,4,0
158.5,16,6,2,0
67.56666666666666,12,3,6,0
385.6,23,2,1,0
193.07407407407408,11,6,6,0
194.0,11,5,7,0
133.57142857142858,15,3,6,0
98.68,4,10,5,0
216.05128205128204,23,8,6,0
119.86363636363636,4,1,13,0
135.54545454545453,5,1,15,0
129.9090909090909,5,4,7,0
151.24137931034483,16,4,2,0
420.1290322580645,25,2,1,0
360.2903225806452,21,4,5,0
331.72972972972974,24,7,5,0
418.2093023255814,36,2,4,0
205.8,18,3,3,0
230.83333333333334,17,5,6,0
241.61111111111111,26,4,3,0
85.64285714285714,11,8,2,0

195.225,23,4,3,0
48.142857142857146,0,10,12,0
195.025,25,5,2,0
176.45454545454547,22,5,9,0
147.7111111111111,30,8,2,0

178.62790697674419,19,10,6,0
223.66666666666666,31,3,1,0
244.6,35,2,5,0
107.17948717948718,22,2,5,0
109.86486486486487,18,7,4,0
120.91111111111111,21,7,9,0
184.21875,16,5,4,0
230.5609756097561,35,4,2,0
70.05128205128206,11,8,11,0
179.6216216216216,13,5,5,0
423.47222222222223,28,2,3,0
47.26315789473684,5,4,1,0
61.48,7,5,6,0
60.2,7,6,5,0
62.12,7,6,5,0
59.142857142857146,6,5,3,0
58.523809523809526,6,7,1,0
221.8125,24,3,2,0
226.92857142857142,21,1,1,0
270.5769230769231,20,2,0,0
271.3076923076923,20,2,0,0
270.0,20,2,0,0
240.33333333333334,15,2,1,0
188.72727272727272,15,2,0,0
207.09302325581396,26,9,5,0
249.89743589743588,26,7,3,0
46.08695652173913,5,6,3,0
69.28,10,1,5,0
301.85714285714283,30,7,3,0

249.09756097560975,33,3,4,0



152.8148148148148,15,3,4,0

215.0,19,3,2,0
150.47058823529412,15,6,2,0
32.05882352941177,0,0,14,0
27.11764705882353,0,0,13,0
39.72727272727273,1,5,10,0
143.10256410256412,19,8,2,0
333.7931034482759,19,1,3,0
344.82758620689657,19,1,3,0
132.5,15,2,3,0
132.30769230769232,15,2,3,0
132.19230769230768,16,0,4,0
134.34615384615384,16,1,3,0
49.1578947368421,4,4,4,0
47.68421052631579,4,5,3,0
50.1578947368421,4,5,3,0
69.22857142857143,6,11,10,0
48.370370370370374,1,8,15,0
42.0,0,7,15,0
46.416666666666664,0,7,16,0
59.3,5,0,5,0
37.0,1,7,4,0
37.30769230769231,0,8,8,0
48.73076923076923,1,10,9,0
58.333333333333336,6,9,9,0
59.0,6,9,9,0
309.55555555555554,25,4,3,0


125.17857142857143,16,3,1,0

176.1290322580645,14,6,6,0
178.59375,11,8,5,0
345.025,26,6,4,0
443.84090909090907,35,6,1,0
66.42105263157895,7,13,12,0
49.26923076923077,2,9,12,0
44.69230769230769,2,7,10,0
73.25714285714285,11,12,9,0
84.54285714285714,14,6,9,0
90.31428571428572,15,10,4,0
203.10714285714286,13,4,7,0
96.12,11,7,6,0
303.75,19,2,5,0
141.2258064516129,15,9,2,0
115.52,5,4,4,0
168.62962962962962,18,0,4,0

84.95833333333333,11,4,1,0
118.6,18,1,2,0
170.78125,16,2,8,0
126.6,8,6,4,0
272.45,24,3,3,0
60.30434782608695,6,9,1,0
62.52173913043478,6,10,1,0
119.3225806451613,12,7,4,0
59.925925925925924,1,18,6,0
57.958333333333336,1,15,4,0
63.53846153846154,1,18,5,0
276.86046511627904,25,7,0,0
365.31481481481484,37,5,3,0
76.21428571428571,11,4,4,0
66.74074074074075,9,3,4,0
89.81481481481481,10,3,6,0
93.57142857142857,13,4,3,0
118.53571428571429,12,6,2,0
57.333333333333336,5,10,5,0
56.7037037037037,5,8,6,0
116.96666666666667,7,12,9,0
73.65384615384616,4,17,2,0
72.09375,8,14,6,0
120.71875,8,10,12,0
68.11538461538461,6,7,10,0
59.583333333333336,6,8,5,0
121.92105263157895,21,6,8,0
276.36538461538464,36,7,6,0

198.475,22,12,2,0
113.97560975609755,25,10,4,0
122.56666666666666,16,3,3,0
60.4,11,8,6,0
260.4117647058824,35,8,5,0
85.47368421052632,12,11,4,0
241.78125,19,5,4,0
272.8070175438597,39,5,8,0
110.17647058823529,16,3,6,0
51.708333333333336,3,8,6,0
67.5,5,7,9,0
81.0909090909091,9,10,6,0
51.63636363636363,8,5,9,0
47.375,2,8,8,0
48.375,1,9,8,0
48.208333333333336,1,12,5,0
51.40909090909091,1,9,9,0
53.68181818181818,1,10,8,0
55.59090909090909,1,10,8,0
46.91304347826087,0,7,13,0
135.52173913043478,6,7,3,0
135.7826086956522,9,3,6,0
81.22727272727273,8,7,1,0
79.68181818181819,10,3,2,0
26.681818181818183,0,5,5,0
66.41379310344827,11,5,6,0
55.80769230769231,7,7,3,0
50.541666666666664,4,9,3,0
209.1290322580645,19,4,2,0
58.81818181818182,3,16,5,0
160.23076923076923,6,8,6,0
135.0909090909091,10,1,10,0
315.5777777777778,29,5,5,0
254.08510638297872,31,5,2,0
217.5625,18,5,2,0
112.3529411764706,25,4,1,0
84.44444444444444,11,12,3,0
178.55555555555554,19,7,1,0
88.23529411764706,9,14,5,0
110.17647058823529,14,6,8,0
135.78787878787878,16,5,4,0
52.208333333333336,2,8,12,0
49.916666666666664,1,10,5,0
45.90909090909091,5,1,8,0
47.54545454545455,5,3,5,0
91.41666666666667,12,3,3,0
235.6551724137931,26,0,2,0
95.44444444444444,9,12,0,0
150.5897435897436,30,1,1,0
107.28571428571429,16,5,1,0
91.33333333333333,9,11,1,0
81.62962962962963,10,10,1,0
150.43478260869566,15,4,1,0
151.65217391304347,15,4,1,0
151.2173913043478,14,5,1,0
102.08695652173913,12,5,1,0
95.21739130434783,13,4,1,0
98.6086956521739,12,5,1,0
118.43478260869566,15,2,1,0
91.0,12,5,1,0
112.5,16,1,2,0
135.42857142857142,20,1,2,0
128.5,18,3,2,0
131.32142857142858,12,8,4,0
204.11764705882354,27,1,3,0
128.7058823529412,16,5,5,0
149.97058823529412,16,4,7,0
153.3235294117647,17,4,5,0
58.333333333333336,5,6,4,0
160.375,13,2,8,0
163.1764705882353,14,3,8,0
178.11764705882354,18,13,2,0
122.22222222222223,17,6,11,0
163.48275862068965,14,2,4,0
147.20689655172413,12,5,6,0
80.38461538461539,6,7,7,0
217.875,17,4,5,0
259.4,18,6,4,0
203.89285714285714,14,5,4,0
61.13333333333333,7,8,8,0
172.23809523809524,20,5,8,0
213.9047619047619,25,8,3,0
337.3235294117647,25,1,2,0
334.8235294117647,25,0,2,0
287.28125,23,0,2,0
345.61764705882354,25,0,2,0
332.1875,23,0,2,0
285.5,23,0,2,0
189.88888888888889,27,2,2,0
177.71428571428572,27,9,5,0
110.90697674418605,19,10,6,0
311.02564102564105,30,2,3,0
202.02777777777777,21,3,5,0
246.5142857142857,16,4,6,0
295.48571428571427,21,4,4,0

233.37209302325581,28,10,3,0
303.30232558139534,27,5,6,0
262.94444444444446,24,3,5,0
449.4307692307692,47,3,4,0
492.73015873015873,50,2,4,0
362.97058823529414,20,3,3,0
428.51428571428573,22,0,4,0
584.6,29,0,3,0
617.86,36,3,5,0
658.1875,36,1,3,0
312.5806451612903,15,1,2,0
328.7741935483871,16,0,5,0
152.96296296296296,17,0,3,0
152.22222222222223,17,0,3,0
102.125,13,0,1,0
161.82142857142858,17,2,1,0
127.51724137931035,11,16,2,0
53.391304347826086,4,9,3,0
54.95652173913044,3,10,3,0
75.78260869565217,10,6,1,0
59.857142857142854,7,4,2,0
67.6,4,7,4,0
63.0,4,7,3,0
235.68,15,5,4,0
126.58823529411765,21,9,1,0
110.3125,17,14,1,0
139.76315789473685,19,10,3,0
140.85294117647058,19,6,4,0
248.13953488372093,32,3,2,0
203.75,24,3,3,0
173.375,22,3,5,0
162.97368421052633,23,3,6,0
121.55555555555556,11,3,6,0
97.38461538461539,12,2,8,0
77.29032258064517,10,12,3,0
243.41935483870967,18,4,3,0
94.26923076923077,11,6,2,0
92.8076923076923,10,6,3,0
126.53571428571429,8,10,6,0
130.35714285714286,7,15,2,0
80.26923076923077,11,4,8,0
152.12,13,5,3,0
205.76,15,5,1,0
204.48,14,6,1,0
62.04347826086956,7,4,4,0
97.6,13,1,2,0
130.44,16,2,7,0
135.13793103448276,19,6,4,0
119.77777777777777,13,4,3,0
143.70967741935485,19,7,4,0
138.74193548387098,20,8,3,0
82.125,7,12,4,0
88.29166666666667,7,15,2,0
175.3125,19,4,2,0
175.28125,18,5,2,0
88.04166666666667,7,15,2,0
84.0,5,9,10,0
57.375,0,14,8,0
48.2,0,9,7,0
48.8,0,9,9,0
60.45454545454545,0,16,4,0
58.31818181818182,0,16,4,0
60.18181818181818,0,16,3,0
156.84,8,10,5,0
78.82608695652173,7,9,1,0
60.208333333333336,1,15,6,0
50.91304347826087,5,2,13,0
49.833333333333336,2,11,1,0
43.0,1,9,7,0
45.23809523809524,5,0,10,0
57.333333333333336,2,16,4,0
46.72,5,3,6,0
83.25714285714285,11,12,7,0

496.84615384615387,65,3,2,0


83.58333333333333,4,1,11,0
83.58333333333333,4,3,7,0
85.54166666666667,4,6,2,0
345.61538461538464,29,3,5,0
84.625,4,4,6,0
86.58333333333333,4,4,4,0
59.84615384615385,5,9,5,0
37.92307692307692,0,11,8,0
87.0,4,2,8,0
87.54545454545455,4,4,10,0
86.72727272727273,4,5,7,0
89.04545454545455,4,5,10,0
89.0,4,5,7,0
90.68181818181819,4,4,9,0
89.81818181818181,4,5,8,0
85.0,4,4,8,0
38.30434782608695,0,5,12,0
164.13636363636363,15,0,2,0
154.5,15,0,2,0
42.45454545454545,0,6,13,0
